sequence_sha256,length,label,source_class,cluster_id,split
7d7f65bbb2e4b329aa5ea7926201a30c51072823e5c9e0eea999b9369f96c9c7,16,amp,independent,1548,validation
00829ba8c0733e343c439cb978f3a584955a1f98a80682f2de91bb18747413c8,12,amp,independent,1549,train
9278934ea6b0637b191210d4cef0eac956a2a15fe060251b5a3208b658b2551a,9,amp,independent,1550,train
a0e791c07746ac593bb766c859a5e85e3225826069ee3957d15f63bbb8f4d14f,20,amp,independent,1551,test
68833242af058529e88186eacc11d9fa9716c653f7859cda6a45039546bcc858,20,amp,independent,1552,test
2a62791e0216c86f0841ad14398e7a9771c5fc6c994c002ef96017555311cab9,30,amp,independent,1553,train
22aad34fd5a4e475fbce85778a51cbd1f607f76681e62f6904f37188398e4f59,20,amp,independent,1554,validation
01181cf418a371a62d99a3d5c39c5fc2c650980357a863a67ecc90a021cd3e30,20,amp,independent,1555,train
c64b8b5c5b940f57c8adb93d406c2b4c0dcdc7ad48659aa0c97d87a5e3160d51,17,amp,independent,1556,train
f8763bc50c4cf1953e25ede2ad193f478404e86aedd0dc7afb538c7c225d137a,13,amp,independent,1557,train
ec691b1b9ec96554a422262027e352da7b6ed42f59d326413ac7804eef723b3b,17,amp,independent,1330,train
3721e21c146316f41226f0c1bf4bf819ec91fc8a7703b5ee36dce8589e8f7c56,22,amp,independent,1558,train
c4849c57e3bda901988e326711bd8af3e7697697e86286be6bf3e2fcbdd74ac3,22,amp,independent,1558,train
81ad243ca98f1c832fb88906d6105fd75b366f81267835684c4636da97748ecd,20,amp,independent,1559,train
395f4cff42c9a89e958912a7d73de9d2e87e83b943bb845ea91298d7156291b6,24,amp,independent,1560,train
33924cad62caf06215bb4d7a092c55310dbecff9915ef54eb5037d1d5458c0e8,9,amp,independent,1561,train
b16d7178cee4e1b6a8614ce70c5c627b0614a5f6dc113b0c58cfd164c238b57f,9,amp,independent,1561,train
64cc62663292b094dbfaef82b7bf143922178d999bae18ff78d5246ba9e5bbf2,9,amp,independent,1561,train
57e4dd69000d390c2d6427954c16519c99120661a2d1d654baaaed9704ed78b9,22,amp,independent,1562,train
207b0d460a3e4e6747406a653359d4692d1aa3aa086a853c902cdb0f3b843411,9,amp,independent,1563,train
156b10901ec8241c0e0a042e89483a05926ac5536dc7261db7ab528200f3f767,19,amp,independent,1564,train
8c22d756819cc744eb01af88113492f245e33cabbd8e86bce76f7314a7e332bf,5,amp,independent,1565,train
925d1610c0c77128ef6b04f8bbdacf3502e47fdf0eab490addc2471d193abc6b,20,amp,independent,1566,test
97dd29d5e9b3d0c3f60ba6bcc028ad40467fc79fa2193535240a6db14d734f84,14,amp,independent,1018,train
158c2db60f8484ac7f9a7c99de0414a9db3705a965df4ecc3f838849abfdfe30,7,amp,independent,1567,test
64af7cd3f0913a3e51a3bfdb9f394b4990bf7bbac3ed40afb83f6f77314cb6a8,14,amp,independent,1568,train
3724488669dfc7bc27566393bf63f102830047903e308808c7aee7c45f1abc1e,28,amp,independent,1569,train
a02bfaadb38be9b492bbf1c430f9622cfc378c4701aaa62d6b5b64cf5c5cc530,17,amp,independent,1570,train
ac5528378596e72c2b2022de40454d7567f2fa20c5ab732a5a0380cd00df2cc0,16,amp,independent,1400,train
c8501c61ac072429d9d593ac5fb58b229da18369f173862912529452a0535a16,15,amp,independent,1571,train
52ebd01912f44814ba78de4ecf2a615e82b18704c5817e77087ff41da0ce14a8,17,amp,independent,1572,train
24782eb844fdb269f20f7b2bf577ee382fb3724275c859fafe680fbe543be6b2,15,amp,independent,1573,train
15c63b9936b81e54633ea812460599c0e17d43bf36c16c8c8d7ee45ed07828aa,16,amp,independent,1574,train
49c482f4634ac44db718499b54813aee2ea0218c8e1454f1187995c97a36e22b,17,amp,independent,1575,train
cd758423ac4001f5de77c83da3a662c3bfb4f17e9fc462c5ec1db10366b4e2b1,17,amp,independent,1575,train
83385e9dcbf1c38a0efc1557ab726117683ecfeb5cb1c8442f200892656125c0,17,amp,independent,1575,train
67e684c5ae1e8bbf998ffd389ec5f5331ebd6fb4be400a09f4b27d6747438d26,13,amp,independent,974,train
5db4ed2a710953a7e5b3a110fef683bc09052699e051413c34f72be83561206f,11,amp,independent,1576,train
ee936b11610f73abb22ec585e0739f2022cb24a2cd6067eff8eee5517a1a3a10,12,amp,independent,1577,train
da1b32dbd62e8fe1ba612395ffec66c7118a33b0a514e22279ba8d70e9f7abb4,17,amp,independent,1578,validation
f06daa92fe5f3ffcc8595caa855fcbbd97d625ad7c80685f0cb42a3fd41e3da0,16,amp,independent,1579,train
739b5128d6bf39569ca4772653eb8eae239cdec8c01f6590ff063803e402111a,16,amp,independent,1580,train
8b587e955180a9553745ef5bd43c1c786f5c23b48b93b074aa87ee6e301246a5,18,amp,independent,1581,train
9f469e9034b347335cd6a1a9601642ab89572699aab4bddb72f9e27cb1666773,16,amp,independent,1579,train
a72ab204e22d7dee1631c4e2040f07afc93b6807e539cf2ace04805915712cba,16,amp,independent,1579,train
e4ac15cf56caaa67cfa75dd91edf82bac66ae2a5cfe9ee05ebabec15923f4b5c,16,amp,independent,1400,train
680907e40cb8d89844ee90c7d2a50101f6c53af31c91af9d6ae3a06bce7d6730,18,amp,independent,1582,train
a42640709cc9723a229752f1199c855cdad144d159ace94d5d7b150ab10a2234,8,amp,independent,1583,train
82128ce31757582f69b9fb157dd5a9153eb010926426757c8efc4bf77248bf03,10,amp,independent,1584,train
f55f140bf9a1c3c7596d87d0a68abeb32e72693b55ba97e54f7795dd54b31b2e,16,amp,independent,942,train
e03a5856b7d3d7a2f2497923ea35a2bef7f54eb53d488aac01c5581656965468,16,amp,independent,942,train
33b6872a0ee5d563d1fb904be32fd18482b56b3edf291b799c70d888c9bc62ff,13,amp,independent,1585,train
48b2d15940298bc26dbe8fd35f6df62ff1e3c28b879da1ef3e93ca9380b67c51,24,amp,independent,1586,train
6252bc7d34645040d746ef49fb49380618cd1cde623680e7fa2524deaff3d278,24,amp,independent,1586,train
d0d2e3cfa19b3ec7589da72db976c2a5ae8f9fb9bd043b7f4adf0ccb2ca0c203,24,amp,independent,1587,validation
c562cacc5c57e976ce7d2e7bde0226f6380e8e7dd7ab503f62c5c3d6fa6387c6,24,amp,independent,1588,test
d15462be5c9455dd7c684eda6b6cc2435348fb5619efd6e9988b2d177962dbc6,24,amp,independent,1589,train
b4d9706fd63c60390869c94780cfdd3790e0ec426d9b895d653d29c1a0457fa6,24,amp,independent,1590,train
e986cbd3a8848111360e4be9efdcda75235468a6fe96f456860928fb94e2f01e,9,amp,independent,1591,train
d8bb35523e85dfbf907a8c40ec215b9a21469000527c6ae5743c29bdd6e8ce49,24,amp,independent,1592,train
aa5de530628d5c6480c266510eafa6063454ce3187d13de887cb69a045434c18,24,amp,independent,1587,validation
e7446b2c43febcfffe52898d2b995b9a25f2bee9d16671a60b66ec5090431269,24,amp,independent,1586,train
a070cf30a166a9c60754f64aab6c6578775d46f332c8df57db76b1c466e34f3f,24,amp,independent,1592,train
3a7731340d1dc78e56aa1935b52264824f7213fe50e66b956485813ed77a85e6,9,amp,independent,1593,train
4fc78328cc10cd31c4e18d411499bdb4e7020b12db4eed64dcdd4aa4a38e2b5b,18,amp,independent,1594,validation
acfb6fbf24e4490c56454183266f7b1e4e5008e91e67a84915b034b184078386,14,amp,independent,1595,train
592f418fb9bf0294fd0afadc3be7a4bf57828516f3eb51c675becc8cce217c74,16,amp,independent,1400,train
1007e59f607c273e1d65689c086aa534a58348f1ad5d1ac41a3d755668d68e0a,15,amp,independent,1596,test
555a57b85a919280eca06dbe690e5e23156659467174a3fd99aaf4bc9f43c744,16,amp,independent,1579,train
1bb273811a416fed94bb2a2c2d22f19748a7c1100d34f0c1f7a42fb2e13d7e92,17,amp,independent,1597,train
ad9d02f1fdd5fbaa9624f10bcffd17fdc41db58d07da6a23b5f076e4de6a549f,16,amp,independent,1579,train
41fef58d21ae8c23277ec3d5f2582c6b51c5e55e4ffdee265bc134fdd97e1cea,16,amp,independent,1579,train
c934c75f31ad48b18f837820fa99d389d2381017551c85689c9c3bce3088b953,16,amp,independent,1579,train
4c86dbd53a5838fcabdc4c5ae155e2e78e608945e3617b7cba5ba129bdd20f4b,18,amp,independent,1598,train
87f62329ac4c08cfe67fb75374e5fa2042907025160f14ee1e29fbc74b5e15f7,14,amp,independent,1599,train
c9fb4f08db697bd66bd33ecfaff75e1e294b367d1cadae197c2b3cce26d630ce,8,amp,independent,1600,train
f9fa80fae799c1483901126bf022354f5e8a3ae61c7eda0f49a3a5d33887b578,24,amp,independent,1601,train
5f709e04e76b31f697a825401c1f33e64c486d51896c71959a1218617f357f40,24,amp,independent,1589,train
3b7adeaae1f1830b6c25ef24b06fe2586354abb5fd63cfd13dcb067ca418a548,24,amp,independent,1602,test
e4e6b128b32bfffdd3fd77ec1edca5f54953786e6cb0a2a8aaf33bd099433110,23,amp,independent,1603,train
bc54cc77100303624623885b2070fe29096d785e384fe1ed0b5bff65d5fd6fec,10,amp,independent,31,train
62e8cdbbf9e9f2797ad0b8e8479378944ce0ace2c27a5e3c090d5576a2178e64,7,amp,independent,1604,train
8b9d4ec9e6a0419a1ba02db6621285aa23f68a7c470b92f22f6bc326c635ea7f,9,amp,independent,1605,train
de22edb3f0bbf5a0134e2210ff70d8fe5beee7cc415dbd840cc76b417709eabf,9,amp,independent,1561,train
a5f4c6e33edb7af7ff60a7567cc51c20bf001dff5d43d58e378b1fb86c766ed3,9,amp,independent,1606,train
01cbd8353c7b50cab2de4a8a7adfb18f059b82149d57e202ccd460c7ac92ce84,16,amp,independent,1607,train
b4aae42616b3a05440739619246a9863714a881dace771f3c5503b1528afbd8f,11,amp,independent,1608,train
d9c54b804a86a4126e45a5a9a66b1c4260d7b6e2d30ace801221c26fce57ddfc,12,amp,independent,1609,train
8d571b3c17e6b4fc62449083bea1e5a4b06768f1a8a93ef5e241636b366c6fe4,14,amp,independent,1610,train
3baaff11cb79c9b354e26f95bd5efaf7cee30574efa88f1695839f0cccd76530,12,amp,independent,1611,validation
6ff03808ec3a8e699578c9350da991192994bebc845f3c352443088d996c5609,12,amp,independent,1612,train
f06c5ae75814107576375128549785cd08375c7ca83369cb6b1d4e055a8e5966,12,amp,independent,1613,train
cb455ccd0eab518175258dbd49c8b7b8f656b816333c18e2831e5a93cd0c1643,13,amp,independent,1614,validation
8ea5de35770d34946bb3c54ba9bdfb4c971ad375956873c22614fb3c307004b5,15,amp,independent,1615,train
d32ed1a9643b6146e879fbd381da2b0e38bb511bf0eb289f7629d096ce16bbcd,16,amp,independent,1579,train
a1a8e32f8dd45e51019daa664476ed0b235c45ead6f92073afc9b1bfd325dc54,13,amp,independent,1616,train
fff84124f630c747da45e0865326b411571bdf796cecf39dbebbae641b9dd227,12,amp,independent,644,train
fe5dd7513507df7f600b28bb6d81afbff7e0268c028dad7a21946cbee291ac21,17,amp,independent,1617,train
c697c88496a3f62ab8aeb3039d537a8e8a3f575396ca98ca018ca80b57c46819,12,amp,independent,644,train
49928e02593eff4c13b9e019a1bb556c702947a9eeb5a057ecfa25ed2c38b447,10,amp,independent,1618,train
0cd715a454ff83e7a3d5624cacdc28daf33035c6c72d9b5f66cc4b06b3b622fa,9,amp,independent,1619,train
5e66fece6d49e3eff3655195f8f34f1d913b3178a7f062557dc05bcbc079ebfe,9,amp,independent,1561,train
a48c77fe1d91f2ed14aa1ff3cd4ef75c9ddf318a891326bcf2ae9969896deb4d,9,amp,independent,1561,train
d240f86ae353e0f181f79a88f0b63015f23f132d42a6eef28ec4751dfba23447,17,amp,independent,1620,train
aa0cc1b16a525e2ee0b90a0bcf1972751cf8795615257df6881b280a7de20876,15,amp,independent,1621,train
05fa8fbc9e83ca4b3c885329c7bf5d5e8f8a6cbf60e73e9e14f99573d3d388b2,17,amp,independent,1622,train
f2228c3a41a1898171edf238853bf338d996f4278a42396ddd64ff7a2f31ef0a,18,amp,independent,1623,train
bf0fced7324bf10232eafe3d522094ee3c95c57a7454764b869c3603304405fa,8,amp,independent,1624,train
86a206653d354c90d6b285a3514d5c949f568da454ca15a8fb9e685987f55906,21,amp,independent,1625,train
2924c2ff7eaf804cc50442edce03786b1e5a652ee0bb9a8871f68f07fddf893b,21,amp,independent,1625,train
7ab91ac86a1298bf268443556f16f3426e093e1f5ed34812fdac65687964b889,21,amp,independent,1625,train
c3876cd1e7e870b531b5b7c3b3074011d13b1ef405f43b13395b9712406542f7,9,amp,independent,1561,train
da179310449a217d29096b9ea60e6bae118e58bd5d29f8997fb67dc68d5fa38b,14,amp,independent,1626,train
f9af074cba2c8e0e213752777ea638914a21d6c78dfc3771bf4102ec0b36421f,14,amp,independent,1626,train
30a0768fbbbba15f3b18042f9da27e31cd70b692e47e328a70e8b6a00717863a,9,amp,independent,1561,train
8c46e0fa0eeefdb3a3949bdefcb4e15dd4f4ad82c02ade0bd1def4486f3eeb1a,13,amp,independent,1614,validation
2ad2a521c1ff7cdb74e4375bc1266ade2012b1f7f72afb81fdace8c097530f74,15,amp,independent,1627,train
cddeb5d2e5081d93802b05ed315850a363c7e7a8cee4e5e1d6da3830388354d2,18,amp,independent,1628,validation
f9611a13c96da9a7d24bade40b69e30e02f2d0a9d0cb724c91a8482c3eed4e28,18,amp,independent,1628,validation
0a6cb99f78c537b5459ad216ef877440ed9447fb22802f4d8b9a1a60c81bc0e2,18,amp,independent,1628,validation
b313932afbbc8d19765554b2f2114a14ac092be3b6cc288631c337634de4d8ce,18,amp,independent,1628,validation
ed92f8954600fbbb38c7df7e47edabd98e8c83acc7d2b8732cbb8067dbb483bb,18,amp,independent,1629,train
109f00dadbce463b4b166cde786a3356d7802c717ed8019807b69dcd526e3340,20,amp,independent,1630,train
8638b349200f06476237217fd3441a1a2251f12ec4ed5d84431c3789f73aeb09,20,amp,independent,1631,train
03c4559ff2f2d82bf7c886cadae556c7cc3d4dd9ca97b0598835f325ef363901,15,amp,independent,1632,train
e50300f201c08f2d8b817d2e1f097665d025e3a3a31ecb6e4ce68854cafe0563,20,amp,independent,1633,train
6830c08c11cd1d8d8b28bec605249dc96bba3a5e26b607604152e4dc465b1b73,20,amp,independent,1634,train
49a5e5905a2530ba027dc8f41415477f3205442bf2e9250c3e4dcd01407c7672,20,amp,independent,1635,train
3b470c924430c30b19d1ec15afa0fc65150bb596556bfe73364024b248b5ddd6,20,amp,independent,1636,train
7c1f381058524aa54821a7fe069b7b64a2d483c9eabe60baa9cddfc1de44a8af,12,amp,independent,1637,test
d203806ae8b7235fb285eafcb40d8335396a48515a56fff6255a1e94d2206ad5,14,amp,independent,1638,train
44a9c96a6638f89b7585a9614a707676d9a57206c898d936e794c126752d396e,17,amp,independent,1639,train
36ab1584e28ad6c943edf59dea5d5aa67b7195a1407d26193fb0f002336d2e27,17,amp,independent,1639,train
e319598465c247c57e8c9727707a5755ccfd3bf061bf8ce8b4953b439aca6009,17,amp,independent,1639,train
fdaa0daff303b4ad845751ce8b882b02e70ec403e8c809fd4e41cc071cc2f710,26,amp,independent,1640,train
619d412f59d66fcad85cbec59b9e9927c98b63a8a819b027e7ff578710e2cbbb,26,amp,independent,1640,train
c3941e9d77121b63e002559acae532484b333e005ec356494d4e469903a406e2,12,amp,independent,1641,train
1bfd39e30a42f775c31be59d4512f39977456ca99311101f90e2d2abeb60231d,9,amp,independent,1561,train
72eb7111e6f764d93850137085066ac7661bc2feec7ca68fea8a23e13f98fec3,15,amp,independent,1642,train
1fd327aa5dc958f5088001bf52224d83edd59a6b13abaa7621207d312b90b9af,12,amp,independent,1475,train
f4b88eb1dd5f1cc937beebfff45d9c3b9f804b5fe9c6f73606cbafac663168a6,12,amp,independent,1643,train
5b0263b6b8bd369f600960f463bfb98d9af06128fd92c69291d7c9392d2aa9f7,7,amp,independent,922,train
b2f79a636b32ef156c863db59c09439677dcce385c7af62cdd3b039fba89caae,10,amp,independent,1644,train
a695ac00b5ba4b591a378ef68b6e4a67ec332d475122f86acdcbbd6483aa9f60,18,amp,independent,1645,train
f2fbec037fc45d0fb15975ba1dd8d337130287597b3ec60242c12978fcda5481,23,amp,independent,1646,train
ccd420ee42e0edf76b2e39ef8ec624ad05a67ffd0385e3cfc0c924ca268fece8,24,amp,independent,1647,validation
eb67e443b2b87c30a47438966b9530b132a02cd293973ae8a3e5c062019fa962,24,amp,independent,1648,train
54c8f41554b481dd0017916131031b5683ccb4b25a89d5c1d515bd9a9afe5425,30,amp,independent,1649,train
affe6669312b48fa3dd42c66582755ccf057bc0a8334604b6e3eebb17858e47d,14,amp,independent,1650,train
72cd0af0883a919d6c3fbc2374b6f25f32aff91892f5619db01f4fbe5193695c,18,amp,independent,1651,test
d0cb25fe4ccbf53b287e97401b2141cc0b3eac7207f4aea07f6884e739dffeab,15,amp,independent,1652,train
4d47d31371cc1964140f6f9516cb432230a35fca99fe69685b32980a8a8e3388,24,amp,independent,1601,train
de303463af86e108af6a02922721d272863cd797f557da43ab16063d3a59ce9c,24,amp,independent,1653,validation
4ccbd2d059bd3aa0b03844b91a8f6a1c9aee8027a283266d14da9ef9b576bed3,24,amp,independent,1654,train
5d00a4d5d8720b1dd34d7e0ccce9ebf858182301a1901e7e6db931a150452b7f,24,amp,independent,1655,train
f8ea9eb4feed806513e87abeb3f9487a91c7f898eb9bf3f345d6fde58e642e34,24,amp,independent,1656,train
049483bb5fbb1d915090bee76b5251b12dbd1757760e919396ae60684d65deb7,24,amp,independent,1657,train
dd8890fec4a4d1af6823733bc5b2cbbbfcd8309458b893a8be243831bedd9fca,24,amp,independent,1658,train
57a4f212b59aa0d2581540619642e288af019a2cfd90ed52ae9b7e2a3a770f1a,24,amp,independent,1659,train
835fb0fff6d02ed08e70c782f9a2fa99b97e938d916450a52501033020c3ad19,24,amp,independent,1660,test
e505dc510b2661df1d7cb4268e6a0b80776af8297a95ea490960faa26fdc5b56,17,amp,independent,1661,train
f422bea550073dafa6c001d17c488813823455f9b51c1e7de89bbc5964e254a1,18,amp,independent,1662,train
94c76e42c81c892bca454bc8773d0137ce93f478a0bee317141d8e5554e27e03,7,amp,independent,1663,train
123673f3c935fa78da8f5ab2b0f9842f534313400f0db249f676ecb7b48b8431,20,amp,independent,1664,train
daa8e22ef7b4db258e3a414adecfce576ddbfeb8592e469c6817938e8c2888e7,20,amp,independent,1665,validation
175be748ed50ec891590dac00b87a714384de4f444aa40b7930605b40d280f59,20,amp,independent,1666,train
3ac2f204576cf96ef3b6aaf4c7697035ddffcee3a131b1bb07ed79ef38bf4418,25,amp,independent,1667,train
da2119c5b94036cdb20a7ca4a32081a51f529dc005e43c4386f796bfbdfb48f7,19,amp,independent,536,train
2df2cf97613e1ddc0c0d5628d402bb268cb8cc6226daff1cccb06a6e9329dc52,13,amp,independent,1668,train
fc40bcb6866be0d3d4d7887bd4b6819972f20cf5905c626f242dd5a2acb4b5f9,15,amp,independent,1669,train
cb99a361d23c4de81c5359c451020dc45a37ed6a40922786064f42eab2905485,15,amp,independent,1670,train
02434326622e30e6aa03840a4c359c5ed929213c7f63ea5f74c9004df64a18c3,16,amp,independent,1671,train
6a80b488b3d18211c4ee7e6bbe56a36089a5207e40eed7876a83c75a0a3eddec,17,amp,independent,1672,test
309f6196cd1c1d1be821ca5fa952a398364a561a5bf17eb8cc85a77017ce9fae,18,amp,independent,1673,train
d402fb7130ca005ca76b0d8c60ec3b8daf7c6e2c6f357f221af670d0ad8d7bc3,14,amp,independent,1674,train
440fa8c4c71c7018561f2a60e63234cbfea29b70b66a9c405f025421270025cc,15,amp,independent,1675,train
fefa154c30af6089ab38380216cd78935f519edc92cdd9f1a32fed5523d49699,18,amp,independent,1676,train
6cddaa0206cf769f6137b7bc4f4b44f4fb05fb99b3963520340cce8d30421021,9,amp,independent,764,test
9b5092761c5e462982e0f6770b28b7bbb17b430ae3414a10a525dbfc542d3622,20,amp,independent,1677,train
4ae214d770fcc59cce55a38d7f6c08c86fbcc0319e4fc83409ab61a61aad9c5f,26,amp,independent,1678,train
243e0de0c643d30e01e26135084bd34774008d9035e9b64857ea646e15150dbc,26,amp,independent,1678,train
15499bade5e3861642e976f9ea040d1e7a18f01cdcff9ffb5fa021ff42a1dc35,11,amp,independent,1679,train
cb8915350c8711f82c20f508e5e8068f0473f2795258724eb2b25e2cdb526466,15,amp,independent,1680,train
b1fe41fe8956e61716e1c972dea2b3b31b63a7c292cbdaa936a5aaafc38cf6bb,30,amp,independent,1681,train
dbd8f2adf835d33c82df570473ddb56c9263514740b67bc8153e1c5796ccafa6,30,amp,independent,1682,validation
2dc7dff0a4f3507b1303199287576c3870804740e4800294db4eda26e548d795,30,amp,independent,1683,validation
adc75dc8225ed3aa583aecb5d3b05b7b5d1e17f1241e6b6cf1a844b629144755,30,amp,independent,1684,test
c1e04b19dc132f8c1de3a57c4c595ba5d2ef7b39b530fcac49cd44bb040b2092,30,amp,independent,1685,validation
2d48b51ebf4750f7914b5ba191e7939a41c4e3e473e758e1fb7bf70065f8b30b,15,amp,independent,1686,train
d24e3830094d551c50820bba7bb06015848a8f9fc4c0367983a3971a3f2f9ab8,9,amp,independent,1687,train
6f4c6a011b56bcc7b61dcf67ffe53f543344d29d3989a1a97f5f21ea99fa1df8,12,amp,independent,1688,test
4548540d46cf3858d3db421b1a19ad8b98612dee9f61d963941de94b119232e1,20,amp,independent,1689,test
14828848bab34e965efb27561192d251980db7e9ce3a38a6db323f6988e19adf,17,amp,independent,1690,validation
47bb01fa2a5d44922960771f96cfb4ecb334b98be37482a176af8472c44dce51,29,amp,independent,1691,train
cd8b13287bf7cc4d3859bfd59b29980e1a4c72513da08706caa62c608b2371da,9,amp,independent,1692,train
be84822851b3b95208e8e01065975141091a59bc0f859b78de4ef3b14ade4804,14,amp,independent,947,train
4068f9d23ff199dcae654230064548aaafa4d6c9e05e819a44d342124b174416,30,amp,independent,1693,train
c66837815d728569b37a28a48771caeecb51f20d57efaa020329373cf9536fde,25,amp,independent,1694,train
e90ff267a08f66c8bc882baf86812a093d9f91d4e69f1b804526a0f59912dd71,17,amp,independent,1695,train
0d679a376be3eba972bc062b9c59fc8a2ac444522bc3b61ca0dec2fc99a85fa7,20,amp,independent,1696,train
d434658e94f9d49c20b7b3f85f8791f162a4b76efb5dd86dabdc86a9184e479b,11,amp,independent,1697,train
1ef48e110122f5e88a4eb738a8c68fa3f599793e935c21bcb71ce17fd1513413,15,amp,independent,1698,train
48d2422f75351d75b7029beb122ce0333b93cbc0de6d757bec6c6927aadec376,18,amp,independent,1699,train
1bff4a7f2d50c98f380a6753e5a0dd9c0be0e0aeb15716f444d8c46ab8751281,18,amp,independent,1700,train
643e2b15cb58326e3b3a286d6f2e846324239b4566078250174903d516c1bf83,19,amp,independent,1701,train
6cf9f0fe926db8065cf479a7a9ad4f533c3280076b7864301d3329e35341c9e0,17,amp,independent,786,train
44461d0e9dc6fef7e358aa2f9644f32a50744ef63c8182553a70801643cc8fa1,15,amp,independent,1702,test
2a20abaa6cb8b887b935fbd586d4dc9c383c2014e6a436646949c615d0683b90,15,amp,independent,1703,train
f9b4b35e0a55736d013cb84512e32f8fb020dd964fe055bedca4111eb29085c8,17,amp,independent,1704,train
f7c66ffcff17e5cca01f1b47971bd4c4fa947a35f624a0b959cbf19ebc1f8708,18,amp,independent,1705,train
ef2322a9087b7f3d7d7e689f49d25bd35827f257b6edbed5fd23b22b87094d29,26,amp,independent,1706,train
6a403b12ba97e2a0a19970db38c8bab7d718d18137e68391ebef79bd383f1fb3,15,amp,independent,1402,train
997c583989be0a4b7e006376932ad514be75cf39531d7620cbd1be6d606e034c,17,amp,independent,240,test
e194c9632ec53727dc0a8d6d7fd1547326d73829f6b180b5b7fb77c9edc5c425,22,amp,independent,1707,validation
7a6e0796fa4e795dcd968c3fd964b8f6257dc133c931c67d0412cdf0aba91997,23,amp,independent,1708,train
6fe0fec36e7a8c769a1c00ef70dd4eee6d873f846d1217ec73b785c68dac8f61,15,amp,independent,1709,train
c5f707a8691be24bca9491938f1d47d21ab4c1ac3207e33bc322bacddea8459f,10,amp,independent,1710,test
a74c5f7099861e3c9260449df4467c446ad6d458a8633bb40dd7bfec86869668,20,amp,independent,1711,train
5a1078cf4ed4cebbf405cfe559f5279bd54623e89f80d759e694cc43148fb0b7,24,amp,independent,1712,train
60fd02ebae823a17dfac256a9e97d6b3fb7b6b2022eaa85dc8d2891b20a13049,21,amp,independent,1713,train
3298202c61be2b57cada502708ef13cfdec1cda517cde5d319dd839f92049cd8,26,amp,independent,1714,train
4d24140e73d39592d569a76bade02854b2b03e70cf0e024ea215ef880c72794b,17,amp,independent,1715,train
effb6a1950a3a97ad62611a18e3ec41be44d093560f2b39893c4b911f069583e,19,amp,independent,1716,train
e4af58a8299d27567b5828195aad7d2127da8e7db5e6e0b85d743c763f30b491,11,amp,independent,1717,train
f6e02616f5f33c52963a701f5c268f7e953e52e6084f802b1fa515f7e9f6283c,20,amp,independent,1718,train
702ca694f804874abcea4e9a6179e2856e58cdc48b9c895bb32b80762602741f,15,amp,independent,1719,train
523744e1402129a12c47cacd92de92917b9fa69d01391936be5b05398e3ca521,29,amp,independent,1720,train
de5eae54f9ae3d1d6dd0550236abe24f4053118a63d21f5ece0ce0af8a8c9d88,20,amp,independent,1721,train
700127c9a79b00e822ce3bce56aa924349aadf9f61e50e17ce87216786ec5a7a,13,amp,independent,1722,train
65fdb453ffa137df1af760682009945d9a828b567d70936fb5aa62a369329653,10,amp,independent,1723,train
691594af971ad2b04bd6165af5f7e101c5d01c28ef5eea45c88ed2ec43af7e19,10,amp,independent,1065,train
b4fdc3a44075ce5ded0f8a106097acb96aea8987aaf72ef272eafdd74b93f9ff,9,amp,independent,1724,train
ef8a337c7f62c72382411bcc229e04f06a4208f2cc5e11a4e4e3ef323107379a,15,amp,independent,1725,train
b10b4e439d17ee86dc9db20869f299947a0f783e81bf51a726cb6031a861e4d3,16,amp,independent,1726,train
db026505183677db9e52f7a0643b3cae5d540b60cde640c7c082369bd5750fe7,27,amp,independent,1727,train
750557594cb19fa828e3d2c6844ca73ed01fb2eab7590f2eaacdb0f4a10b7dbe,20,amp,independent,1728,train
d2db3e4d9b98a460f6994564243832f5414bb8a30d770972bf319d005e1516ae,15,amp,independent,1729,train
536c9d8cf1dbd44128a922210629586152d10463a056df1b872c3b25b9ab4cc4,28,amp,independent,1730,train
d03cf6d1de10183a3d24f52a662ea334cb698366960e18c6540966120fdc8b6f,26,amp,independent,1731,validation
9e5e65a4c1c5ee3c71412473b53bec3a1b0a6279206c036c0f9b0c6fced93873,20,amp,independent,1732,train
2d8ad2d9140f09a211e051c333ffca51b9c96992d8af2c8e4eaf6937dbfdd6ad,14,amp,independent,1733,validation
ba31214f778b1d61e4bafead0bbc7dfccf1903a389aa3c0975c89b861c907a91,19,amp,independent,1734,train
e5e33197ca19de61defc92f65823bee0fcf0d6378798edd5f5c82e536fbb2087,14,amp,independent,1735,train
e850279a7f0eafecbd36f22584a327306002ae484d955b3f0c58ab1856512f83,7,amp,independent,1736,train
1645c1295bed20afa3554c4cf547d20deefead57e6c84a61cf49b3aace1bf07d,4,amp,independent,1737,train
b0783885be82b4cd76afd7bbdfc5772922f77d99cbc8ce5e50b3ee4c691d1b95,20,amp,independent,1738,train
7a976a87c67f53cd3645759e9207a074acf6b508a6bbc2841c66caf4d7bdb0b4,11,amp,independent,1739,test
e5e9720f108345273c84de1ade6c311e179b81fc654503aec29ea06efebd0316,20,amp,independent,1740,train
c1958e26359e6d4be7b90fcc99643638093b84cbf26c2349ebdd3f6ee7e45fa4,20,amp,independent,1741,train
43e7b1933ef51332d0921d75b4c7e5739586592a24b30dd565d841310124c0a4,20,amp,independent,1742,train
74ad049ca4157af372cbec324095007f564e36306424de977c50196f266f794f,14,amp,independent,1743,train
